strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,composite_score,recommended
bollinger_tight,trailing_15pct,360,0.4444,3.1955,11.7262,4221.4162,-368.5347,226.3,47.78,True
bollinger_tight,trailing_10pct,360,0.4222,2.0705,3.9949,1438.1616,-250.5743,111.4,46.89,False
bollinger_tight,next_pivot_target,360,0.8222,1.4311,0.7569,272.4752,-129.6471,18.0,45.82,False
bollinger_tight,breakeven_plus_trail,360,0.2861,3.2504,3.8411,1382.8022,-75.8848,57.9,41.44,False
bollinger_tight,time_stop_20d,360,0.5361,1.4717,1.3928,501.4179,-158.2055,29.2,35.6,False
bollinger_tight,time_stop_10d,360,0.5417,1.4249,0.8414,302.9072,-83.1156,14.6,34.42,False
bollinger_tight,atr_trail_2x,360,0.4,1.527,1.0849,390.5628,-85.1236,19.6,31.81,False
bollinger_tight,hybrid_50pct_target,360,0.6861,0.6546,-3.7696,-1357.0491,-1923.0525,170.1,27.44,False
bollinger_tight,fixed_3r_2r,360,0.4278,1.2608,0.7743,278.7397,-100.7746,20.0,24.94,False
bollinger_tight,trailing_5pct,360,0.3722,1.241,0.4971,178.9625,-136.6231,31.0,22.12,False
bollinger_tight,ma_exit_ema9,360,0.4722,1.0805,0.0535,19.2624,-47.497,1.9,21.3,False
bollinger_tight,atr_trail_1x,360,0.3444,0.921,-0.0936,-33.6977,-87.7099,5.9,13.78,False
ppo_crossover,trailing_15pct,49,0.4286,1.4858,2.803,137.3482,-103.2664,251.6,31.72,True
ppo_crossover,hybrid_50pct_target,49,0.6939,0.4667,-4.7322,-231.8791,-304.8572,257.6,27.76,False
ppo_crossover,next_pivot_target,49,0.6531,0.3851,-1.0972,-53.7615,-58.6519,13.9,26.12,False
ppo_crossover,trailing_10pct,49,0.3061,1.2405,1.0887,53.3442,-96.689,149.2,19.46,False
ppo_crossover,time_stop_20d,49,0.449,0.7632,-0.7077,-34.6753,-65.0881,28.9,17.96,False
ppo_crossover,breakeven_plus_trail,49,0.1429,1.3272,0.5518,27.0386,-24.1058,40.9,15.53,False
ppo_crossover,atr_trail_1x,49,0.2449,0.8569,-0.1304,-6.3902,-16.7747,5.9,14.63,False
ppo_crossover,time_stop_10d,49,0.3469,0.4853,-1.0897,-53.394,-53.0104,14.6,13.88,False
ppo_crossover,fixed_3r_2r,49,0.3061,0.7299,-0.6322,-30.9802,-32.5748,16.0,12.24,False
ppo_crossover,trailing_5pct,49,0.2653,0.7169,-0.7751,-37.9805,-69.5541,49.6,10.61,False
ppo_crossover,atr_trail_2x,49,0.2653,0.5089,-0.875,-42.8767,-37.1852,14.0,10.61,False
ppo_crossover,ma_exit_ema9,49,0.2245,0.3624,-0.725,-35.525,-35.3709,7.2,8.98,False
bollinger_lower,trailing_15pct,254,0.4803,3.5886,12.5095,3177.421,-187.5495,251.1,49.21,True
bollinger_lower,trailing_10pct,254,0.4606,2.303,4.6813,1189.0406,-147.7647,127.2,48.42,False
bollinger_lower,breakeven_plus_trail,254,0.2795,3.5229,4.0868,1038.0474,-99.8411,60.1,41.18,False
bollinger_lower,hybrid_50pct_target,254,0.7205,1.3004,1.5099,383.5163,-293.7778,150.5,37.83,False
bollinger_lower,time_stop_20d,254,0.5945,1.443,1.1822,300.2857,-152.7411,29.1,37.07,False
bollinger_lower,next_pivot_target,254,0.7717,1.1629,0.3721,94.5082,-79.2627,21.3,35.76,False
bollinger_lower,atr_trail_2x,254,0.3937,1.5144,1.0774,273.6541,-137.6766,19.6,31.18,False
bollinger_lower,fixed_3r_2r,254,0.4331,1.2539,0.7009,178.0321,-90.1957,19.5,24.94,False
bollinger_lower,ma_exit_ema9,254,0.4803,1.1537,0.1079,27.4059,-38.1082,1.9,23.82,False
bollinger_lower,time_stop_10d,254,0.5433,1.0624,0.143,36.3123,-120.0381,14.5,23.6,False
bollinger_lower,trailing_5pct,254,0.3425,1.1448,0.3093,78.5682,-134.6252,34.6,18.04,False
bollinger_lower,atr_trail_1x,254,0.2953,0.4888,-0.686,-174.24,-166.3992,5.2,11.81,False
cpr_narrow_bullish,trailing_15pct,505,0.4277,2.639,8.758,4422.7777,-364.5242,182.1,47.11,True
cpr_narrow_bullish,trailing_10pct,505,0.4218,1.9012,3.3513,1692.4278,-307.712,95.1,43.91,False
cpr_narrow_bullish,breakeven_plus_trail,505,0.2812,2.4681,3.0971,1564.0569,-134.341,51.5,41.25,False
cpr_narrow_bullish,next_pivot_target,505,0.7366,1.0868,0.1553,78.4415,-118.4681,11.5,32.07,False
cpr_narrow_bullish,time_stop_20d,505,0.5505,1.2058,0.6867,346.7959,-197.8473,29.2,28.19,False
cpr_narrow_bullish,hybrid_50pct_target,505,0.6653,0.6217,-4.4404,-2242.4173,-2677.4653,167.2,26.61,False
cpr_narrow_bullish,atr_trail_2x,505,0.396,1.3126,0.7594,383.4949,-131.9646,20.5,25.22,False
cpr_narrow_bullish,fixed_3r_2r,505,0.4317,1.234,0.7683,388.0165,-135.4679,22.8,24.29,False
cpr_narrow_bullish,trailing_5pct,505,0.3762,1.2073,0.4474,225.9499,-139.137,29.2,21.27,False
cpr_narrow_bullish,time_stop_10d,505,0.505,1.0104,0.0262,13.2486,-254.3317,14.6,20.51,False
cpr_narrow_bullish,ma_exit_ema9,505,0.3307,1.1917,0.3556,179.593,-148.7916,11.9,18.98,False
cpr_narrow_bullish,atr_trail_1x,505,0.3149,0.6851,-0.4491,-226.7909,-260.695,6.7,12.6,False
stochrsi_oversold,trailing_15pct,228,0.3991,2.1577,6.3507,1447.9688,-138.1994,195.9,45.96,True
