date,event,z_score,today_dispersion,level,dd_from_peak,rolling_peak_equity,current_equity,ticker,reason,exit_price,action,new_stop
2025-01-10,halt_triggered,,,6.0,-0.2136,102160.7,80343.19,,,,,
2025-03-12,halt_triggered,,,6.0,-0.2059,102160.7,81123.01,,,,,
2025-04-04,,,,5.0,,,,SPY,vix_crisis_45.3,,tighten_stop,582.2834999999999
2025-04-04,,,,5.0,,,,CCEP,vix_crisis_45.3,,tighten_stop,85.329
2025-04-04,,,,5.0,,,,EEM,vix_crisis_45.3,,tighten_stop,42.8505
2025-04-04,,,,5.0,,,,F,vix_crisis_45.3,,tighten_stop,9.576
2025-04-04,,,,5.0,,,,TER,vix_crisis_45.3,,tighten_stop,78.84450000000001
2025-04-04,,,,5.0,,,,AAPL,vix_crisis_45.3,,tighten_stop,213.3495
2025-04-04,,,,5.0,,,,WBD,vix_crisis_45.3,,tighten_stop,9.618
2025-04-04,,,,5.0,,,,ARLO,vix_crisis_45.3,,tighten_stop,8.9355
2025-04-04,halt_resumed,,,6.0,-0.172,102160.7,84586.94,,,,,
2025-04-07,,,,5.0,,,,EEM,vix_crisis_47.0,,tighten_stop,42.609
2025-04-07,,,,5.0,,,,TER,vix_crisis_47.0,,tighten_stop,72.156
2025-04-07,,,,5.0,,,,AAPL,vix_crisis_47.0,,tighten_stop,197.799
2025-04-07,,,,5.0,,,,WBD,vix_crisis_47.0,,tighten_stop,8.473500000000001
2025-04-07,,,,5.0,,,,ARLO,vix_crisis_47.0,,tighten_stop,8.893500000000001
2025-04-08,,,,5.0,,,,EEM,vix_crisis_52.3,,tighten_stop,41.0235
2025-04-08,,,,5.0,,,,AAPL,vix_crisis_52.3,,tighten_stop,190.533
2025-04-08,,,,5.0,,,,UDR,vix_crisis_52.3,,tighten_stop,42.018060000000006
2025-04-08,,,,5.0,,,,QSR,vix_crisis_52.3,,tighten_stop,66.41481
2025-04-08,,,,5.0,,,,THS,vix_crisis_52.3,,tighten_stop,25.759335
