strategy,sector,sector_criteria,direction_mix,total_trades,win_rate,win_rate_ci_low,win_rate_ci_high,statistically_random,profit_factor,expected_value,win_loss_ratio,avg_win_pct,avg_loss_pct,max_drawdown_pct,total_roi_pct,sharpe_ratio,sharpe_daily,sortino_ratio,deflated_sharpe,psr,psr_note,tiered_min_trades,meets_tiered_min,pct_trades_near_event,pct_trades_near_fomc,pct_trades_near_cpi,pct_trades_near_nfp,win_rate_near_event,win_rate_far_from_event,win_rate_event_delta,event_wr_note,adf_statistic,adf_p_value,is_stationary,adf_note,chow_f_statistic,chow_p_value,has_structural_break,chow_note,sharpe_at_0bps,sharpe_at_5bps,sharpe_at_10bps,sharpe_at_20bps,avg_aep_pct,n_aep_eligible,poor_exit_timing,aep_note,calmar_ratio,kelly,avg_hold_days,best_trade_pct,worst_trade_pct,smart_money_lift,macro_correlation,regimes_profitable,regime_verdicts,best_regimes,passes_all,audit_flags,category,spy_benchmark_return,vs_benchmark,beats_benchmark,regime_bear_correction_2022,regime_rate_rising_2022_2023,regime_strong_bull_2023,regime_rate_falling_2024,regime_ai_sector_bull_2024,regime_tariff_shock_2025,regime_ai_divergence_2025_2026,regime_covid_crisis_2020
macd_crossover,Information Technology,high_volatility,1L/0S,1,1.0,0.2065,1.0,True,inf,72.1408,999.0,72.1408,0.0,0.0,72.1408,,0.0,999.0,,,insufficient_sample,300,False,0.0,0.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,0.2538,1,False,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",127.0,72.1408,72.1408,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_20.6pct_may_be_random']",momentum,75.15,-3.0092,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
prev_day_high_break,Industrials,medium_volatility,1L/0S,1,1.0,0.2065,1.0,True,inf,54.4581,999.0,54.4581,0.0,0.0,54.4581,,0.0,999.0,,,insufficient_sample,150,False,0.0,0.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,,,,,0.3054,1,False,ok,0.0,"{'full_kelly_pct': 0.0, 'quarter_kelly_pct': 0.0, 'note': 'insufficient_data'}",338.0,54.4581,54.4581,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_100.0pct_exceeds_audit_threshold', 'profit_factor_inf_exceeds_audit_threshold', 'ci_lower_20.6pct_may_be_random']",pivot,75.15,-20.6919,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
cmf_flip,Industrials,medium_volatility,11L/0S,11,0.7273,0.4343,0.9025,True,22.216,14.2698,8.331,20.5458,-2.4662,-6.8824,156.9677,0.688,22.229,10.959,,,insufficient_sample,300,False,27.27,27.27,0.0,0.0,0.6667,0.75,-0.0833,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,0.688,0.686,0.683,0.679,0.5824,8,True,ok,3.98,"{'full_kelly_pct': 69.45, 'quarter_kelly_pct': 17.36, 'note': 'tier_may_be_undersizing'}",131.3,97.8645,-3.6861,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['win_rate_72.7pct_exceeds_audit_threshold', 'profit_factor_22.22_exceeds_audit_threshold', 'ci_lower_43.4pct_may_be_random']",mean_reversion,75.15,81.8177,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
ultimate_oscillator,Consumer Staples,low_volatility,4L/0S,4,0.5,0.15,0.85,True,5.3844,9.5149,5.3844,23.3701,-4.3403,-8.5095,38.0596,0.634,13.43,5.518,,,insufficient_sample,300,False,50.0,0.0,25.0,25.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,0.634,0.63,0.627,0.62,0.4452,2,False,ok,1.3,"{'full_kelly_pct': 40.71, 'quarter_kelly_pct': 10.18, 'note': 'tier_may_be_undersizing'}",216.8,26.1258,-5.655,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_5.38_exceeds_audit_threshold', 'ci_lower_15.0pct_may_be_random']",momentum,75.15,-37.0904,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
williams_stoch_dual,Financials,medium_volatility,2L/0S,2,0.5,0.0945,0.9055,True,3.3796,3.4574,3.3796,9.8207,-2.9059,-2.9059,6.9149,0.863,10.213,2.671,,,insufficient_sample,300,False,50.0,50.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,0.863,0.85,0.838,0.813,0.5858,1,True,ok,5.997,"{'full_kelly_pct': 35.21, 'quarter_kelly_pct': 8.8, 'note': 'tier_may_be_undersizing'}",50.0,9.8207,-2.9059,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_3.38_exceeds_audit_threshold', 'ci_lower_9.4pct_may_be_random']",confluence,75.15,-68.2351,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
morning_star,Information Technology,high_volatility,2L/0S,2,0.5,0.0945,0.9055,True,2.39,6.205,2.39,21.3381,-8.9282,0.0,12.4099,0.447,5.121,1.072,,,insufficient_sample,300,False,50.0,0.0,50.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,0.447,0.443,0.44,0.433,0.4633,1,False,ok,0.0,"{'full_kelly_pct': 29.08, 'quarter_kelly_pct': 7.27, 'note': 'reasonable'}",106.0,21.3381,-8.9282,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,"['profit_factor_2.39_exceeds_audit_threshold', 'ci_lower_9.4pct_may_be_random']",candle,75.15,-62.7401,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pivot_s2_bounce,Financials,medium_volatility,2L/0S,2,0.5,0.0945,0.9055,True,0.5645,-1.4422,0.5645,3.7394,-6.6239,0.0,-2.8845,-0.699,-4.303,-0.773,,,insufficient_sample,150,False,50.0,50.0,0.0,0.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-0.699,-0.723,-0.747,-0.795,0.1817,1,False,ok,0.0,"{'full_kelly_pct': -38.57, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",20.0,3.7394,-6.6239,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_9.4pct_may_be_random'],pivot,75.15,-78.0345,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
bollinger_lower,Information Technology,high_volatility,93L/0S,93,0.4624,0.3645,0.5632,True,1.461,1.6101,1.6989,11.0358,-6.496,-66.4794,149.741,0.202,2.755,0.852,0.2011,0.9932,ok,300,False,66.67,21.51,30.11,15.05,0.4032,0.5806,-0.1774,ok,-0.1041,0.949,False,non_stationary_edge_may_erode,35.8267,0.0,True,structural_break_detected,0.202,0.196,0.19,0.177,0.6736,43,True,ok,0.063,"{'full_kelly_pct': 14.59, 'quarter_kelly_pct': 3.65, 'note': 'reasonable'}",96.8,49.3957,-11.3953,,-0.063,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_36.4pct_may_be_random'],mean_reversion,75.15,74.591,True,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pivot_r1_breakout,Consumer Discretionary,medium_volatility,30L/4S,34,0.4412,0.2888,0.6055,True,1.3129,1.137,1.663,10.8148,-6.5033,-44.4513,38.6592,0.197,1.81,0.559,0.197,0.8952,moderate,150,False,67.65,11.76,41.18,14.71,0.4783,0.3636,0.1146,ok,-2.0696,0.2569,False,non_stationary_edge_may_erode,16.1831,0.0,True,structural_break_detected,0.197,0.188,0.179,0.162,0.6243,15,True,ok,0.089,"{'full_kelly_pct': 10.51, 'quarter_kelly_pct': 2.63, 'note': 'reasonable'}",72.8,27.4361,-11.192,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_28.9pct_may_be_random'],pivot,75.15,-36.4908,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
stochrsi_oversold,Industrials,medium_volatility,23L/0S,23,0.4348,0.2563,0.6319,True,1.3639,1.56,1.773,13.4488,-7.5852,-40.425,35.8809,0.25,1.747,1.191,,,insufficient_sample,300,False,60.87,13.04,34.78,13.04,0.4286,0.4444,-0.0159,ok,-1.9338,0.3163,False,non_stationary_edge_may_erode,17.5204,0.0,True,structural_break_detected,0.25,0.242,0.234,0.218,0.5869,10,True,ok,0.15,"{'full_kelly_pct': 11.6, 'quarter_kelly_pct': 2.9, 'note': 'reasonable'}",64.9,27.7657,-10.3276,,,0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],False,['ci_lower_25.6pct_may_be_random'],momentum,75.15,-39.2691,False,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
