strategy,exit_method,days_from_quarter_end_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
avwap_50_reclaim,atr_trail_1x,11,1,0.0,-0.687,-0.687
avwap_50_reclaim,atr_trail_1x,20,1,1.0,5.6595,5.6595
avwap_50_reclaim,atr_trail_1x,24,1,0.0,-3.6682,-3.6682
avwap_50_reclaim,atr_trail_1x,38,1,1.0,2.2443,2.2443
avwap_50_reclaim,atr_trail_1x,40,1,0.0,-7.1001,-7.1001
avwap_50_reclaim,atr_trail_1x,67,2,0.5,-0.13805,-0.2761
avwap_50_reclaim,atr_trail_2x,11,1,1.0,5.7652,5.7652
avwap_50_reclaim,atr_trail_2x,20,1,1.0,2.6984,2.6984
avwap_50_reclaim,atr_trail_2x,24,1,0.0,-7.3364,-7.3364
avwap_50_reclaim,atr_trail_2x,38,1,1.0,1.585,1.585
avwap_50_reclaim,atr_trail_2x,40,1,0.0,-14.2003,-14.2003
avwap_50_reclaim,atr_trail_2x,67,2,0.5,0.9769499999999995,1.953899999999999
avwap_50_reclaim,atr_trail_mae_conditional,11,1,0.0,-0.687,-0.687
avwap_50_reclaim,atr_trail_mae_conditional,20,1,1.0,5.6595,5.6595
avwap_50_reclaim,atr_trail_mae_conditional,24,1,0.0,-3.6682,-3.6682
avwap_50_reclaim,atr_trail_mae_conditional,38,1,1.0,2.2443,2.2443
avwap_50_reclaim,atr_trail_mae_conditional,40,1,0.0,-7.1001,-7.1001
avwap_50_reclaim,atr_trail_mae_conditional,67,2,0.5,-0.13805,-0.2761
avwap_50_reclaim,atr_trail_vix_conditional,11,1,0.0,-0.687,-0.687
avwap_50_reclaim,atr_trail_vix_conditional,20,1,1.0,6.3998,6.3998
avwap_50_reclaim,atr_trail_vix_conditional,24,1,0.0,-5.5023,-5.5023
avwap_50_reclaim,atr_trail_vix_conditional,38,1,1.0,2.2443,2.2443
avwap_50_reclaim,atr_trail_vix_conditional,40,1,0.0,-5.3251,-5.3251
avwap_50_reclaim,atr_trail_vix_conditional,67,2,0.5,0.32055000000000006,0.6411000000000001
avwap_50_reclaim,break_even_at_1r,11,1,1.0,0.8061,0.8061
avwap_50_reclaim,break_even_at_1r,20,1,0.0,0.0,0.0
avwap_50_reclaim,break_even_at_1r,24,1,0.0,-3.6682,-3.6682
avwap_50_reclaim,break_even_at_1r,38,1,0.0,0.0,0.0
avwap_50_reclaim,break_even_at_1r,40,1,0.0,-7.1001,-7.1001
avwap_50_reclaim,break_even_at_1r,67,2,0.5,2.6260499999999998,5.2520999999999995
avwap_50_reclaim,breakeven_plus_trail,11,1,1.0,0.8061,0.8061
avwap_50_reclaim,breakeven_plus_trail,20,1,0.0,0.0,0.0
avwap_50_reclaim,breakeven_plus_trail,24,1,0.0,-7.3364,-7.3364
avwap_50_reclaim,breakeven_plus_trail,38,1,0.0,0.0,0.0
avwap_50_reclaim,breakeven_plus_trail,40,1,0.0,-14.2003,-14.2003
avwap_50_reclaim,breakeven_plus_trail,67,2,0.5,-0.03465000000000007,-0.06930000000000014
