strategy,exit_method,days_from_quarter_end_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
avwap_50_reclaim,atr_trail_1x,1,1,0.0,-1.7217,-1.7217
avwap_50_reclaim,atr_trail_1x,9,1,1.0,5.2492,5.2492
avwap_50_reclaim,atr_trail_1x,18,1,0.0,-2.0923,-2.0923
avwap_50_reclaim,atr_trail_1x,19,1,0.0,-0.6109,-0.6109
avwap_50_reclaim,atr_trail_1x,20,1,0.0,-2.1459,-2.1459
avwap_50_reclaim,atr_trail_1x,21,1,1.0,1.0644,1.0644
avwap_50_reclaim,atr_trail_1x,25,1,0.0,-1.937,-1.937
avwap_50_reclaim,atr_trail_1x,32,1,0.0,-1.3402,-1.3402
avwap_50_reclaim,atr_trail_1x,43,1,0.0,-1.6051,-1.6051
avwap_50_reclaim,atr_trail_1x,50,1,1.0,1.392,1.392
avwap_50_reclaim,atr_trail_1x,53,1,0.0,-1.7642,-1.7642
avwap_50_reclaim,atr_trail_1x,62,1,0.0,-8.8233,-8.8233
avwap_50_reclaim,atr_trail_1x,67,1,1.0,1.3552,1.3552
avwap_50_reclaim,atr_trail_1x,74,1,0.0,-8.1171,-8.1171
avwap_50_reclaim,atr_trail_1x,87,3,0.3333333333333333,-3.6701333333333337,-11.0104
avwap_50_reclaim,atr_trail_1x,90,2,0.0,-0.8365499999999999,-1.6730999999999998
avwap_50_reclaim,atr_trail_1x,91,1,0.0,-2.7998,-2.7998
avwap_50_reclaim,atr_trail_2x,1,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,atr_trail_2x,9,1,1.0,5.2492,5.2492
avwap_50_reclaim,atr_trail_2x,18,1,0.0,-7.0821,-7.0821
avwap_50_reclaim,atr_trail_2x,19,1,1.0,1.747,1.747
avwap_50_reclaim,atr_trail_2x,20,1,0.0,-8.4908,-8.4908
avwap_50_reclaim,atr_trail_2x,21,1,1.0,2.4871,2.4871
avwap_50_reclaim,atr_trail_2x,25,1,0.0,-3.881,-3.881
avwap_50_reclaim,atr_trail_2x,32,1,1.0,0.5289,0.5289
avwap_50_reclaim,atr_trail_2x,43,1,0.0,-3.2102,-3.2102
avwap_50_reclaim,atr_trail_2x,50,1,0.0,-0.1358,-0.1358
avwap_50_reclaim,atr_trail_2x,53,1,1.0,3.3993,3.3993
avwap_50_reclaim,atr_trail_2x,62,1,0.0,-11.4891,-11.4891
avwap_50_reclaim,atr_trail_2x,67,1,1.0,8.7076,8.7076
avwap_50_reclaim,atr_trail_2x,74,1,0.0,-8.1171,-8.1171
avwap_50_reclaim,atr_trail_2x,87,3,0.0,-9.1117,-27.3351
avwap_50_reclaim,atr_trail_2x,90,2,0.5,0.32335,0.6467
avwap_50_reclaim,atr_trail_2x,91,1,0.0,-2.9324,-2.9324
avwap_50_reclaim,atr_trail_mae_conditional,1,1,0.0,-1.7217,-1.7217
avwap_50_reclaim,atr_trail_mae_conditional,9,1,1.0,5.2492,5.2492
avwap_50_reclaim,atr_trail_mae_conditional,18,1,0.0,-2.0923,-2.0923
avwap_50_reclaim,atr_trail_mae_conditional,19,1,0.0,-0.6109,-0.6109
avwap_50_reclaim,atr_trail_mae_conditional,20,1,0.0,-2.1459,-2.1459
avwap_50_reclaim,atr_trail_mae_conditional,21,1,1.0,1.0644,1.0644
avwap_50_reclaim,atr_trail_mae_conditional,25,1,0.0,-1.937,-1.937
avwap_50_reclaim,atr_trail_mae_conditional,32,1,0.0,-1.3402,-1.3402
avwap_50_reclaim,atr_trail_mae_conditional,43,1,0.0,-1.6051,-1.6051
avwap_50_reclaim,atr_trail_mae_conditional,50,1,1.0,1.392,1.392
avwap_50_reclaim,atr_trail_mae_conditional,53,1,0.0,-1.7642,-1.7642
avwap_50_reclaim,atr_trail_mae_conditional,62,1,0.0,-8.8233,-8.8233
avwap_50_reclaim,atr_trail_mae_conditional,67,1,1.0,1.3552,1.3552
avwap_50_reclaim,atr_trail_mae_conditional,74,1,0.0,-8.1171,-8.1171
avwap_50_reclaim,atr_trail_mae_conditional,87,3,0.3333333333333333,-3.6701333333333337,-11.0104
avwap_50_reclaim,atr_trail_mae_conditional,90,2,0.0,-0.8365499999999999,-1.6730999999999998
avwap_50_reclaim,atr_trail_mae_conditional,91,1,0.0,-2.7998,-2.7998
avwap_50_reclaim,atr_trail_vix_conditional,1,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,atr_trail_vix_conditional,9,1,1.0,5.2492,5.2492
avwap_50_reclaim,atr_trail_vix_conditional,18,1,0.0,-0.8448,-0.8448
avwap_50_reclaim,atr_trail_vix_conditional,19,1,0.0,-0.6109,-0.6109
avwap_50_reclaim,atr_trail_vix_conditional,20,1,0.0,-1.1795,-1.1795
avwap_50_reclaim,atr_trail_vix_conditional,21,1,1.0,1.0644,1.0644
avwap_50_reclaim,atr_trail_vix_conditional,25,1,0.0,-1.937,-1.937
avwap_50_reclaim,atr_trail_vix_conditional,32,1,0.0,-0.6766,-0.6766
avwap_50_reclaim,atr_trail_vix_conditional,43,1,0.0,-1.2038,-1.2038
avwap_50_reclaim,atr_trail_vix_conditional,50,1,1.0,1.392,1.392
avwap_50_reclaim,atr_trail_vix_conditional,53,1,0.0,-1.3232,-1.3232
avwap_50_reclaim,atr_trail_vix_conditional,62,1,0.0,-8.8233,-8.8233
avwap_50_reclaim,atr_trail_vix_conditional,67,1,1.0,1.2551,1.2551
avwap_50_reclaim,atr_trail_vix_conditional,74,1,0.0,-8.1171,-8.1171
avwap_50_reclaim,atr_trail_vix_conditional,87,3,0.3333333333333333,-3.0133666666666663,-9.040099999999999
avwap_50_reclaim,atr_trail_vix_conditional,90,2,0.0,-0.8365499999999999,-1.6730999999999998
avwap_50_reclaim,atr_trail_vix_conditional,91,1,0.0,-2.7998,-2.7998
avwap_50_reclaim,break_even_at_1r,1,1,0.0,-1.7217,-1.7217
avwap_50_reclaim,break_even_at_1r,9,1,1.0,0.2676,0.2676
avwap_50_reclaim,break_even_at_1r,18,1,0.0,-4.8837,-4.8837
avwap_50_reclaim,break_even_at_1r,19,1,0.0,-0.6109,-0.6109
avwap_50_reclaim,break_even_at_1r,20,1,0.0,-3.8378,-3.8378
avwap_50_reclaim,break_even_at_1r,21,1,1.0,2.4871,2.4871
avwap_50_reclaim,break_even_at_1r,25,1,0.0,-1.9915,-1.9915
avwap_50_reclaim,break_even_at_1r,32,1,0.0,0.0,0.0
avwap_50_reclaim,break_even_at_1r,43,1,0.0,-1.6051,-1.6051
avwap_50_reclaim,break_even_at_1r,50,1,0.0,0.0,0.0
avwap_50_reclaim,break_even_at_1r,53,1,0.0,-1.7642,-1.7642
avwap_50_reclaim,break_even_at_1r,62,1,0.0,-8.8233,-8.8233
avwap_50_reclaim,break_even_at_1r,67,1,1.0,10.5735,10.5735
avwap_50_reclaim,break_even_at_1r,74,1,0.0,-8.1171,-8.1171
avwap_50_reclaim,break_even_at_1r,87,3,0.0,-4.3906,-13.171800000000001
avwap_50_reclaim,break_even_at_1r,90,2,0.0,-0.8365499999999999,-1.6730999999999998
avwap_50_reclaim,break_even_at_1r,91,1,0.0,-2.7998,-2.7998
avwap_50_reclaim,breakeven_plus_trail,1,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,breakeven_plus_trail,9,1,1.0,0.2676,0.2676
avwap_50_reclaim,breakeven_plus_trail,18,1,1.0,6.6293,6.6293
avwap_50_reclaim,breakeven_plus_trail,19,1,1.0,1.747,1.747
avwap_50_reclaim,breakeven_plus_trail,20,1,0.0,-7.6756,-7.6756
avwap_50_reclaim,breakeven_plus_trail,21,1,1.0,2.4871,2.4871
avwap_50_reclaim,breakeven_plus_trail,25,1,0.0,-3.983,-3.983
avwap_50_reclaim,breakeven_plus_trail,32,1,0.0,0.0,0.0
avwap_50_reclaim,breakeven_plus_trail,43,1,0.0,-3.2102,-3.2102
avwap_50_reclaim,breakeven_plus_trail,50,1,0.0,0.0,0.0
avwap_50_reclaim,breakeven_plus_trail,53,1,0.0,0.0,0.0
avwap_50_reclaim,breakeven_plus_trail,62,1,0.0,-11.4891,-11.4891
avwap_50_reclaim,breakeven_plus_trail,67,1,1.0,10.5735,10.5735
avwap_50_reclaim,breakeven_plus_trail,74,1,0.0,0.0,0.0
avwap_50_reclaim,breakeven_plus_trail,87,3,0.0,-8.781233333333333,-26.3437
avwap_50_reclaim,breakeven_plus_trail,90,2,0.0,0.0,0.0
avwap_50_reclaim,breakeven_plus_trail,91,1,0.0,-3.9223,-3.9223
avwap_50_reclaim,chandelier_3x,1,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,chandelier_3x,9,1,1.0,5.2492,5.2492
avwap_50_reclaim,chandelier_3x,18,1,0.0,-9.6502,-9.6502
avwap_50_reclaim,chandelier_3x,19,1,1.0,1.747,1.747
avwap_50_reclaim,chandelier_3x,20,1,0.0,-8.4908,-8.4908
avwap_50_reclaim,chandelier_3x,21,1,1.0,2.4871,2.4871
avwap_50_reclaim,chandelier_3x,25,1,0.0,-5.4855,-5.4855
avwap_50_reclaim,chandelier_3x,32,1,0.0,-0.8051,-0.8051
avwap_50_reclaim,chandelier_3x,43,1,0.0,-4.0615,-4.0615
avwap_50_reclaim,chandelier_3x,50,1,0.0,-1.0112,-1.0112
avwap_50_reclaim,chandelier_3x,53,1,1.0,3.0781,3.0781
avwap_50_reclaim,chandelier_3x,62,1,0.0,-14.3207,-14.3207
avwap_50_reclaim,chandelier_3x,67,1,1.0,8.1047,8.1047
avwap_50_reclaim,chandelier_3x,74,1,0.0,-8.1171,-8.1171
avwap_50_reclaim,chandelier_3x,87,3,0.0,-10.268766666666666,-30.8063
avwap_50_reclaim,chandelier_3x,90,2,1.0,2.09285,4.1857
avwap_50_reclaim,chandelier_3x,91,1,0.0,-4.2498,-4.2498
avwap_50_reclaim,class_time_stop,1,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,class_time_stop,9,1,1.0,3.449,3.449
avwap_50_reclaim,class_time_stop,18,1,1.0,10.4088,10.4088
avwap_50_reclaim,class_time_stop,19,1,1.0,1.747,1.747
avwap_50_reclaim,class_time_stop,20,1,0.0,-43.1072,-43.1072
avwap_50_reclaim,class_time_stop,21,1,1.0,2.4871,2.4871
avwap_50_reclaim,class_time_stop,25,1,0.0,-3.5668,-3.5668
avwap_50_reclaim,class_time_stop,32,1,0.0,-1.0407,-1.0407
avwap_50_reclaim,class_time_stop,43,1,0.0,-7.5456,-7.5456
avwap_50_reclaim,class_time_stop,50,1,1.0,0.3096,0.3096
avwap_50_reclaim,class_time_stop,53,1,1.0,4.5733,4.5733
avwap_50_reclaim,class_time_stop,62,1,0.0,-21.981,-21.981
avwap_50_reclaim,class_time_stop,67,1,1.0,9.5885,9.5885
avwap_50_reclaim,class_time_stop,74,1,0.0,-19.5834,-19.5834
avwap_50_reclaim,class_time_stop,87,3,0.0,-40.095333333333336,-120.286
avwap_50_reclaim,class_time_stop,90,2,1.0,1.3984,2.7968
avwap_50_reclaim,class_time_stop,91,1,1.0,2.0304,2.0304
avwap_50_reclaim,earnings_blackout,1,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,earnings_blackout,9,1,0.0,-7.7673,-7.7673
avwap_50_reclaim,earnings_blackout,18,1,0.0,-141.3159,-141.3159
avwap_50_reclaim,earnings_blackout,19,1,1.0,1.747,1.747
avwap_50_reclaim,earnings_blackout,20,1,0.0,-132.565,-132.565
avwap_50_reclaim,earnings_blackout,21,1,1.0,2.4871,2.4871
avwap_50_reclaim,earnings_blackout,25,1,0.0,-48.1673,-48.1673
avwap_50_reclaim,earnings_blackout,32,1,0.0,-32.0117,-32.0117
avwap_50_reclaim,earnings_blackout,43,1,0.0,-22.8872,-22.8872
avwap_50_reclaim,earnings_blackout,50,1,1.0,2.1021,2.1021
avwap_50_reclaim,earnings_blackout,53,1,1.0,10.3391,10.3391
avwap_50_reclaim,earnings_blackout,62,1,0.0,-106.3539,-106.3539
avwap_50_reclaim,earnings_blackout,67,1,1.0,40.8771,40.8771
avwap_50_reclaim,earnings_blackout,74,1,0.0,-168.1282,-168.1282
avwap_50_reclaim,earnings_blackout,87,3,0.0,-150.3734,-451.1202
avwap_50_reclaim,earnings_blackout,90,2,0.5,-12.180399999999999,-24.360799999999998
avwap_50_reclaim,earnings_blackout,91,1,1.0,7.1407,7.1407
avwap_50_reclaim,fixed_4r_2r,1,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,fixed_4r_2r,9,1,1.0,4.6375,4.6375
avwap_50_reclaim,fixed_4r_2r,18,1,0.0,-9.7674,-9.7674
avwap_50_reclaim,fixed_4r_2r,19,1,1.0,1.747,1.747
avwap_50_reclaim,fixed_4r_2r,20,1,0.0,-8.4908,-8.4908
avwap_50_reclaim,fixed_4r_2r,21,1,1.0,2.4871,2.4871
avwap_50_reclaim,fixed_4r_2r,25,1,0.0,-3.983,-3.983
avwap_50_reclaim,fixed_4r_2r,32,1,0.0,-5.4856,-5.4856
avwap_50_reclaim,fixed_4r_2r,43,1,0.0,-3.2102,-3.2102
avwap_50_reclaim,fixed_4r_2r,50,1,1.0,2.1021,2.1021
avwap_50_reclaim,fixed_4r_2r,53,1,0.0,-3.5284,-3.5284
avwap_50_reclaim,fixed_4r_2r,62,1,0.0,-11.4891,-11.4891
avwap_50_reclaim,fixed_4r_2r,67,1,1.0,9.7939,9.7939
avwap_50_reclaim,fixed_4r_2r,74,1,0.0,-10.0172,-10.0172
avwap_50_reclaim,fixed_4r_2r,87,3,0.0,-10.6803,-32.0409
avwap_50_reclaim,fixed_4r_2r,90,2,0.5,1.5097500000000001,3.0195000000000003
avwap_50_reclaim,fixed_4r_2r,91,1,0.0,-3.9223,-3.9223
avwap_50_reclaim,hybrid_50pct_target,1,1,0.0,-1.4391,-1.4391
avwap_50_reclaim,hybrid_50pct_target,9,1,1.0,1.8729,1.8729
avwap_50_reclaim,hybrid_50pct_target,18,1,1.0,8.6727,8.6727
avwap_50_reclaim,hybrid_50pct_target,19,1,1.0,1.747,1.747
avwap_50_reclaim,hybrid_50pct_target,20,1,0.0,-132.565,-132.565
avwap_50_reclaim,hybrid_50pct_target,21,1,1.0,2.4871,2.4871
avwap_50_reclaim,hybrid_50pct_target,25,1,0.0,-48.1673,-48.1673
avwap_50_reclaim,hybrid_50pct_target,32,1,0.0,-32.0117,-32.0117
avwap_50_reclaim,hybrid_50pct_target,43,1,0.0,-22.8872,-22.8872
avwap_50_reclaim,hybrid_50pct_target,50,1,1.0,2.1021,2.1021
avwap_50_reclaim,hybrid_50pct_target,53,1,1.0,1.6936,1.6936
avwap_50_reclaim,hybrid_50pct_target,62,1,1.0,12.948,12.948
avwap_50_reclaim,hybrid_50pct_target,67,1,1.0,8.9595,8.9595
avwap_50_reclaim,hybrid_50pct_target,74,1,0.0,-168.1282,-168.1282
avwap_50_reclaim,hybrid_50pct_target,87,3,0.0,-150.3734,-451.1202
avwap_50_reclaim,hybrid_50pct_target,90,2,1.0,2.2862,4.5724
avwap_50_reclaim,hybrid_50pct_target,91,1,1.0,6.5121,6.5121
avwap_50_reclaim,ma_exit_ema9,1,1,0.0,-1.4391,-1.4391
