ticker,date,strategy,scaler,multiplier
MA,2023-01-02,cup_and_handle_long,per_position_vol_target,0.5877
JPM,2023-01-02,totm_long,per_position_vol_target,0.672
XOM,2023-01-02,totm_long,per_position_vol_target,0.5432
WMT,2023-01-02,totm_long,per_position_vol_target,0.7636
META,2023-01-02,totm_long,per_position_vol_target,0.3289
UNH,2023-01-02,totm_long,per_position_vol_target,0.6969
HD,2023-01-02,williams_r_oversold,correlation_cap_batch223,0.5
HD,2023-01-02,williams_r_oversold,per_position_vol_target,0.5154
COST,2023-01-02,cmf_flip,per_position_vol_target,0.5591
TSLA,2023-01-03,avwap_50_reclaim,per_position_vol_target,0.25
JNJ,2023-01-03,cup_and_handle_long,per_position_vol_target,1.021
PG,2023-01-03,cup_and_handle_long,correlation_cap_batch223,0.5
PG,2023-01-03,cup_and_handle_long,per_position_vol_target,0.8982
PFE,2023-01-03,cup_and_handle_long,per_position_vol_target,0.6481
AAPL,2023-01-03,avwap_50_reclaim,correlation_cap_batch223,0.5
AAPL,2023-01-03,avwap_50_reclaim,per_position_vol_target,0.3533
NVDA,2023-01-03,r1_break_retest,correlation_cap_batch223,0.5
NVDA,2023-01-03,r1_break_retest,per_position_vol_target,0.25
MSFT,2023-01-03,avwap_50_reclaim,correlation_cap_batch223,0.5
MSFT,2023-01-03,avwap_50_reclaim,per_position_vol_target,0.4579
KO,2023-01-05,ultimate_oscillator,correlation_cap_batch223,0.5
KO,2023-01-05,ultimate_oscillator,per_position_vol_target,0.8611
BAC,2023-01-10,supertrend_macd,correlation_cap_batch223,0.5
BAC,2023-01-10,supertrend_macd,per_position_vol_target,0.5497
AMZN,2023-01-11,cpr_narrow_bullish,correlation_cap_batch223,0.5
AMZN,2023-01-11,cpr_narrow_bullish,per_position_vol_target,0.3577
NVDA,2023-01-17,halloween_seasonal_long,correlation_cap_batch223,0.5
NVDA,2023-01-17,halloween_seasonal_long,per_position_vol_target,0.2913
GOOGL,2023-01-23,cpr_narrow_bullish,correlation_cap_batch223,0.5
GOOGL,2023-01-23,cpr_narrow_bullish,per_position_vol_target,0.45
PFE,2023-01-23,avwap_50_reclaim,per_position_vol_target,0.5158
AAPL,2023-01-24,cpr_narrow_bullish,correlation_cap_batch223,0.5
AAPL,2023-01-24,cpr_narrow_bullish,per_position_vol_target,0.4654
XOM,2023-01-31,buyback_8k_recent_long,portfolio_vol_target,1.5
XOM,2023-01-31,buyback_8k_recent_long,per_position_vol_target,0.4154
JNJ,2023-02-06,avwap_50_reclaim,portfolio_vol_target,1.5
JNJ,2023-02-06,avwap_50_reclaim,per_position_vol_target,0.7233
MSFT,2023-02-07,halloween_seasonal_long,correlation_cap_batch223,0.5
MSFT,2023-02-07,halloween_seasonal_long,portfolio_vol_target,1.5
MSFT,2023-02-07,halloween_seasonal_long,per_position_vol_target,0.4713
TSLA,2023-02-09,ultimate_oscillator,portfolio_vol_target,1.5
TSLA,2023-02-09,ultimate_oscillator,per_position_vol_target,0.25
UNH,2023-02-10,cpr_narrow_bullish,portfolio_vol_target,1.5
UNH,2023-02-10,cpr_narrow_bullish,per_position_vol_target,0.5406
V,2023-02-13,flag_bull_long,correlation_cap_batch223,0.5
V,2023-02-13,flag_bull_long,portfolio_vol_target,1.5
V,2023-02-13,flag_bull_long,per_position_vol_target,0.6274
PG,2023-02-16,avwap_50_reclaim,correlation_cap_batch223,0.5
PG,2023-02-16,avwap_50_reclaim,portfolio_vol_target,1.5
PG,2023-02-16,avwap_50_reclaim,per_position_vol_target,0.789
GOOGL,2023-02-17,cpr_narrow_bullish,correlation_cap_batch223,0.5
GOOGL,2023-02-17,cpr_narrow_bullish,portfolio_vol_target,1.5
GOOGL,2023-02-17,cpr_narrow_bullish,per_position_vol_target,0.3407
TSLA,2023-02-20,po3_htf_aligned_long,portfolio_vol_target,1.5
TSLA,2023-02-20,po3_htf_aligned_long,per_position_vol_target,0.25
AMZN,2023-02-21,cpr_narrow_bullish,correlation_cap_batch223,0.5
AMZN,2023-02-21,cpr_narrow_bullish,portfolio_vol_target,1.5
AMZN,2023-02-21,cpr_narrow_bullish,per_position_vol_target,0.324
META,2023-02-23,totm_long,correlation_cap_batch223,0.5
META,2023-02-23,totm_long,portfolio_vol_target,1.5
META,2023-02-23,totm_long,per_position_vol_target,0.3355
HD,2023-02-27,avwap_50_reclaim,correlation_cap_batch223,0.5
HD,2023-02-27,avwap_50_reclaim,portfolio_vol_target,1.5
HD,2023-02-27,avwap_50_reclaim,per_position_vol_target,0.4614
NVDA,2023-03-02,totm_long,portfolio_vol_target,1.5
NVDA,2023-03-02,totm_long,per_position_vol_target,0.2907
BAC,2023-03-07,pivot_r1_breakout,correlation_cap_batch223,0.5
BAC,2023-03-07,pivot_r1_breakout,portfolio_vol_target,1.5
BAC,2023-03-07,pivot_r1_breakout,per_position_vol_target,0.5799
COST,2023-03-09,cpr_narrow_bullish,portfolio_vol_target,1.5
COST,2023-03-09,cpr_narrow_bullish,per_position_vol_target,0.5952
V,2023-03-13,ultimate_oscillator,portfolio_vol_target,1.5
V,2023-03-13,ultimate_oscillator,per_position_vol_target,0.6886
XOM,2023-03-13,double_bottom_long,portfolio_vol_target,1.5
XOM,2023-03-13,double_bottom_long,per_position_vol_target,0.4554
NVDA,2023-03-13,halloween_seasonal_long,portfolio_vol_target,1.5
NVDA,2023-03-13,halloween_seasonal_long,per_position_vol_target,0.2981
META,2023-03-13,halloween_seasonal_long,portfolio_vol_target,1.5
META,2023-03-13,halloween_seasonal_long,per_position_vol_target,0.3508
AAPL,2023-03-13,cup_and_handle_long,portfolio_vol_target,1.5
AAPL,2023-03-13,cup_and_handle_long,per_position_vol_target,0.5237
KO,2023-03-13,macd_fast_crossover,portfolio_vol_target,1.5
KO,2023-03-13,macd_fast_crossover,per_position_vol_target,0.7924
JPM,2023-03-15,smc_inverse_fvg,correlation_cap_batch223,0.5
JPM,2023-03-15,smc_inverse_fvg,portfolio_vol_target,1.5
JPM,2023-03-15,smc_inverse_fvg,per_position_vol_target,0.4283
XOM,2023-03-15,cpr_narrow_bullish,portfolio_vol_target,1.5
XOM,2023-03-15,cpr_narrow_bullish,per_position_vol_target,0.3891
AAPL,2023-03-15,cup_and_handle_long,portfolio_vol_target,1.5
AAPL,2023-03-15,cup_and_handle_long,per_position_vol_target,0.5388
V,2023-03-15,double_bottom_long,portfolio_vol_target,1.5
V,2023-03-15,double_bottom_long,per_position_vol_target,0.6652
PG,2023-03-15,cpr_narrow_bullish,portfolio_vol_target,1.5
PG,2023-03-15,cpr_narrow_bullish,per_position_vol_target,0.7676
MA,2023-03-15,halloween_seasonal_long,correlation_cap_batch223,0.5
MA,2023-03-15,halloween_seasonal_long,portfolio_vol_target,1.5
MA,2023-03-15,halloween_seasonal_long,per_position_vol_target,0.5741
NVDA,2023-03-20,halloween_seasonal_long,portfolio_vol_target,1.5
NVDA,2023-03-20,halloween_seasonal_long,per_position_vol_target,0.3216
KO,2023-03-20,cpr_narrow_bullish,portfolio_vol_target,1.5
KO,2023-03-20,cpr_narrow_bullish,per_position_vol_target,0.827
GOOGL,2023-03-23,double_bottom_long,portfolio_vol_target,1.5
GOOGL,2023-03-23,double_bottom_long,per_position_vol_target,0.4398
META,2023-03-23,halloween_seasonal_long,portfolio_vol_target,1.5
META,2023-03-23,halloween_seasonal_long,per_position_vol_target,0.356
TSLA,2023-03-23,stochrsi_oversold,portfolio_vol_target,1.5
TSLA,2023-03-23,stochrsi_oversold,per_position_vol_target,0.25
AMZN,2023-03-28,macd_fast_crossover,correlation_cap_batch223,0.5
AMZN,2023-03-28,macd_fast_crossover,portfolio_vol_target,1.5
AMZN,2023-03-28,macd_fast_crossover,per_position_vol_target,0.3888
UNH,2023-03-28,stochrsi_oversold,portfolio_vol_target,1.5
UNH,2023-03-28,stochrsi_oversold,per_position_vol_target,0.6039
WMT,2023-03-30,totm_long,portfolio_vol_target,1.5
WMT,2023-03-30,totm_long,per_position_vol_target,0.8343
MSFT,2023-04-03,totm_long,correlation_cap_batch223,0.5
MSFT,2023-04-03,totm_long,portfolio_vol_target,1.5
MSFT,2023-04-03,totm_long,per_position_vol_target,0.5648
UNH,2023-04-11,halloween_seasonal_long,portfolio_vol_target,1.5
UNH,2023-04-11,halloween_seasonal_long,per_position_vol_target,0.6545
JNJ,2023-04-11,stochrsi_oversold,portfolio_vol_target,1.5
JNJ,2023-04-11,stochrsi_oversold,per_position_vol_target,0.8786
JPM,2023-04-20,halloween_seasonal_long,portfolio_vol_target,1.5
JPM,2023-04-20,halloween_seasonal_long,per_position_vol_target,0.5933
BAC,2023-04-25,macd_fast_crossover,correlation_cap_batch223,0.5
BAC,2023-04-25,macd_fast_crossover,portfolio_vol_target,1.5
BAC,2023-04-25,macd_fast_crossover,per_position_vol_target,0.4525
AMZN,2023-05-01,macd_fast_crossover,portfolio_vol_target,1.5
AMZN,2023-05-01,macd_fast_crossover,per_position_vol_target,0.3645
XOM,2023-05-04,ultimate_oscillator,portfolio_vol_target,1.5
XOM,2023-05-04,ultimate_oscillator,per_position_vol_target,0.4758
TSLA,2023-05-12,stochrsi_oversold,portfolio_vol_target,1.5
TSLA,2023-05-12,stochrsi_oversold,per_position_vol_target,0.2872
TSLA,2023-05-29,cpr_narrow_bullish,portfolio_vol_target,1.5
TSLA,2023-05-29,cpr_narrow_bullish,per_position_vol_target,0.3224
PFE,2023-06-05,cpr_narrow_bullish,portfolio_vol_target,1.5
PFE,2023-06-05,cpr_narrow_bullish,per_position_vol_target,0.5697
COST,2023-06-07,lead_lag_sector_rotation,portfolio_vol_target,1.5
COST,2023-06-07,lead_lag_sector_rotation,per_position_vol_target,0.7205
UNH,2023-06-09,cpr_narrow_bullish,portfolio_vol_target,1.5
UNH,2023-06-09,cpr_narrow_bullish,per_position_vol_target,0.6614
BAC,2023-06-19,macd_fast_crossover,correlation_cap_batch223,0.5
BAC,2023-06-19,macd_fast_crossover,portfolio_vol_target,1.5
BAC,2023-06-19,macd_fast_crossover,per_position_vol_target,0.5372
AMZN,2023-06-23,hull_rsi,portfolio_vol_target,1.5
AMZN,2023-06-23,hull_rsi,per_position_vol_target,0.4884
HD,2023-07-03,double_bottom_long,portfolio_vol_target,1.5
HD,2023-07-03,double_bottom_long,per_position_vol_target,0.7195
PFE,2023-07-05,cpr_narrow_momentum,portfolio_vol_target,1.5
PFE,2023-07-05,cpr_narrow_momentum,per_position_vol_target,0.6097
UNH,2023-07-18,pivot_r1_breakout,portfolio_vol_target,1.5
UNH,2023-07-18,pivot_r1_breakout,per_position_vol_target,0.5677
BAC,2023-07-24,double_bottom_long,portfolio_vol_target,1.5
BAC,2023-07-24,double_bottom_long,per_position_vol_target,0.5725
JNJ,2023-07-26,buyback_8k_recent_long,portfolio_vol_target,1.5
JNJ,2023-07-26,buyback_8k_recent_long,per_position_vol_target,0.8154
TSLA,2023-08-02,hull_rsi,portfolio_vol_target,1.5
TSLA,2023-08-02,hull_rsi,per_position_vol_target,0.3015
NVDA,2023-08-14,po3_bullish,portfolio_vol_target,1.5
NVDA,2023-08-14,po3_bullish,per_position_vol_target,0.3244
AAPL,2023-08-16,cpr_narrow_bullish,portfolio_vol_target,1.5
AAPL,2023-08-16,cpr_narrow_bullish,per_position_vol_target,0.7177
MSFT,2023-08-16,cpr_narrow_bullish,portfolio_vol_target,1.5
MSFT,2023-08-16,cpr_narrow_bullish,per_position_vol_target,0.5909
BAC,2023-08-22,cpr_narrow_bullish,portfolio_vol_target,1.5
BAC,2023-08-22,cpr_narrow_bullish,per_position_vol_target,0.5411
META,2023-08-24,cpr_narrow_bullish,portfolio_vol_target,1.5
META,2023-08-24,cpr_narrow_bullish,per_position_vol_target,0.3892
TSLA,2023-08-29,totm_long,portfolio_vol_target,1.5
TSLA,2023-08-29,totm_long,per_position_vol_target,0.3065
KO,2023-09-21,avwap_50_reclaim,portfolio_vol_target,1.5
KO,2023-09-21,avwap_50_reclaim,per_position_vol_target,1.0823
NVDA,2023-09-21,ultimate_oscillator,portfolio_vol_target,1.5
NVDA,2023-09-21,ultimate_oscillator,per_position_vol_target,0.3126
TSLA,2023-09-28,totm_long,portfolio_vol_target,1.5
TSLA,2023-09-28,totm_long,per_position_vol_target,0.3013
JNJ,2023-10-02,avwap_50_reclaim,portfolio_vol_target,1.5
JNJ,2023-10-02,avwap_50_reclaim,per_position_vol_target,0.8275
HD,2023-10-02,avwap_50_reclaim,portfolio_vol_target,1.5
HD,2023-10-02,avwap_50_reclaim,per_position_vol_target,0.8358
AMZN,2023-10-03,bollinger_tight,portfolio_vol_target,1.5
AMZN,2023-10-03,bollinger_tight,per_position_vol_target,0.4143
JPM,2023-10-10,double_bottom_long,portfolio_vol_target,1.5
JPM,2023-10-10,double_bottom_long,per_position_vol_target,0.7777
XOM,2023-10-11,smc_inverse_fvg,portfolio_vol_target,1.5
XOM,2023-10-11,smc_inverse_fvg,per_position_vol_target,0.4631
NVDA,2023-10-26,williams_r_oversold,portfolio_vol_target,1.5
NVDA,2023-10-26,williams_r_oversold,per_position_vol_target,0.301
MSFT,2023-10-30,totm_long,portfolio_vol_target,1.5
MSFT,2023-10-30,totm_long,per_position_vol_target,0.5363
TSLA,2023-10-30,avwap_50_reclaim,portfolio_vol_target,1.5
TSLA,2023-10-30,avwap_50_reclaim,per_position_vol_target,0.25
MA,2023-11-02,double_bottom_long,correlation_cap_batch223,0.5
MA,2023-11-02,double_bottom_long,portfolio_vol_target,1.5
MA,2023-11-02,double_bottom_long,per_position_vol_target,0.6418
AMZN,2023-11-06,halloween_seasonal_long,portfolio_vol_target,1.5
AMZN,2023-11-06,halloween_seasonal_long,per_position_vol_target,0.4564
META,2023-11-07,halloween_seasonal_long,correlation_cap_batch223,0.5
META,2023-11-07,halloween_seasonal_long,portfolio_vol_target,1.5
