strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,actual_fire_rate,composite_score,recommended
avwap_50_reclaim,time_stop_20d,20,0.55,0.184,-7.9387,-158.7737,-96.3651,26.4,1.0,22.0,True
avwap_50_reclaim,hybrid_50pct_target,20,0.55,0.0602,-40.2376,-804.7513,-545.1354,250.2,0.35,22.0,False
avwap_50_reclaim,regime_flip,20,0.55,0.184,-7.9387,-158.7737,-96.3651,26.4,1.0,22.0,False
avwap_50_reclaim,next_pivot_target,20,0.55,0.1369,-3.2993,-65.9866,-47.9941,8.3,0.9,22.0,False
avwap_50_reclaim,class_time_stop,20,0.5,0.1711,-9.058,-181.1593,-101.3606,32.4,1.0,20.0,False
avwap_50_reclaim,chandelier_3x,20,0.35,0.281,-3.1793,-63.5855,-46.6888,20.1,0.85,14.0,False
avwap_50_reclaim,trailing_5pct,20,0.35,0.4648,-1.223,-24.4592,-24.5593,20.2,0.9,14.0,False
avwap_50_reclaim,time_stop_10d,20,0.35,0.2073,-3.6844,-73.689,-56.5368,13.7,1.0,14.0,False
avwap_50_reclaim,multi_tier_partial,20,0.35,0.2711,-1.5074,-30.1482,-23.4382,5.0,1.0,14.0,False
avwap_50_reclaim,earnings_blackout,20,0.35,0.0622,-53.5712,-1071.4235,-812.4362,399.4,0.0,14.0,False
avwap_50_reclaim,ma_exit_ema9,20,0.35,0.3221,-1.799,-35.9808,-28.2572,10.1,1.0,14.0,False
avwap_50_reclaim,atr_trail_2x,20,0.35,0.3346,-2.5673,-51.3469,-36.2324,16.1,0.85,14.0,False
avwap_50_reclaim,r_multiple_2r,20,0.3,0.4172,-1.6271,-32.542,-34.2141,7.8,1.0,12.0,False
avwap_50_reclaim,trailing_15pct,20,0.3,0.3454,-4.6342,-92.6832,-89.721,80.3,0.75,12.0,False
avwap_50_reclaim,trailing_10pct,20,0.3,0.2604,-3.4543,-69.0859,-71.1237,42.4,0.75,12.0,False
avwap_50_reclaim,fixed_4r_2r,20,0.3,0.2784,-3.4793,-69.5869,-55.1915,22.2,0.8,12.0,False
avwap_50_reclaim,reverse_signal,20,0.25,0.2132,-1.829,-36.5802,-27.0578,5.0,1.0,10.0,False
avwap_50_reclaim,mfe_lockin_trail,20,0.25,0.1827,-1.9,-37.9991,-28.8252,4.0,1.0,10.0,False
avwap_50_reclaim,atr_trail_mae_conditional,20,0.25,0.2132,-1.829,-36.5802,-27.0578,5.0,1.0,10.0,False
avwap_50_reclaim,smc_mitigation_zone,20,0.25,0.2403,-1.567,-31.3399,-27.0578,4.8,1.0,10.0,False
avwap_50_reclaim,atr_trail_vix_conditional,20,0.25,0.2563,-1.5354,-30.7076,-22.0739,4.5,0.95,10.0,False
avwap_50_reclaim,atr_trail_1x,20,0.25,0.2132,-1.829,-36.5802,-27.0578,5.0,1.0,10.0,False
avwap_50_reclaim,breakeven_plus_trail,20,0.25,0.3738,-1.8179,-36.3585,-20.1731,27.1,0.85,10.0,False
avwap_50_reclaim,r_multiple_3r,20,0.25,0.3415,-1.8908,-37.8163,-30.6825,10.9,0.9,10.0,False
avwap_50_reclaim,break_even_at_1r,20,0.15,0.2613,-1.8836,-37.6718,-31.8587,15.2,0.95,6.0,False
cup_and_handle_long,next_pivot_target,21,0.8571,4.431,1.3339,28.0121,-2.9407,8.7,1.0,89.87,True
cup_and_handle_long,fixed_4r_2r,21,0.619,4.3697,3.8188,80.195,-5.25,20.3,0.9524,76.89,False
cup_and_handle_long,breakeven_plus_trail,21,0.5238,13.0879,10.1147,212.409,-5.25,79.5,0.7143,73.08,False
cup_and_handle_long,atr_trail_2x,21,0.5238,3.0089,1.748,36.7073,-6.5393,21.4,0.9524,71.14,False
cup_and_handle_long,chandelier_3x,21,0.4762,5.5621,4.4888,94.2645,-6.2941,35.8,1.0,69.61,False
cup_and_handle_long,trailing_5pct,21,0.5238,4.0732,4.7565,99.8859,-8.289,58.8,0.7619,68.52,False
cup_and_handle_long,time_stop_10d,21,0.6667,1.8377,1.2299,25.827,-8.9917,14.4,1.0,68.31,False
cup_and_handle_long,trailing_15pct,21,0.7619,5.2076,11.2838,236.9607,-15.0,179.0,0.381,67.98,False
cup_and_handle_long,regime_flip,21,0.6667,2.8799,3.4127,71.6673,-13.8103,27.9,1.0,65.95,False
cup_and_handle_long,time_stop_20d,21,0.6667,2.8799,3.4127,71.6673,-13.8103,27.9,1.0,65.95,False
cup_and_handle_long,earnings_blackout,21,0.8095,6.9981,23.2449,488.1423,-19.2533,318.3,0.0,63.5,False
cup_and_handle_long,hybrid_50pct_target,21,0.7619,3.7431,5.3321,111.9746,-20.0,93.7,0.5714,60.48,False
cup_and_handle_long,class_time_stop,21,0.6667,3.4719,4.8474,101.7954,-17.5781,34.6,1.0,60.3,False
cup_and_handle_long,atr_trail_vix_conditional,21,0.3333,1.7619,0.7265,15.2569,-5.9096,10.1,1.0,57.32,False
cup_and_handle_long,trailing_10pct,21,0.6667,4.6713,8.1057,170.2194,-20.3291,98.3,0.5714,56.67,False
cup_and_handle_long,r_multiple_3r,21,0.3333,1.6513,0.7598,15.9557,-12.1197,7.3,1.0,44.69,False
cup_and_handle_long,ma_exit_ema9,21,0.2857,1.6494,0.5887,12.3632,-11.0267,10.0,1.0,44.37,False
cup_and_handle_long,r_multiple_2r,21,0.3333,1.1009,0.1177,2.4713,-12.1197,5.5,1.0,28.18,False
cup_and_handle_long,smc_mitigation_zone,21,0.1905,0.1369,-0.8537,-17.9272,-18.1255,3.2,1.0,10.43,False
cup_and_handle_long,multi_tier_partial,21,0.1905,0.2216,-0.8192,-17.2036,-19.566,3.6,1.0,8.27,False
cup_and_handle_long,break_even_at_1r,21,0.0952,0.8624,-0.1732,-3.6371,-18.2959,18.1,1.0,6.36,False
cup_and_handle_long,mfe_lockin_trail,21,0.0952,0.1027,-0.9985,-20.9686,-20.4915,3.8,1.0,3.81,False
cup_and_handle_long,atr_trail_mae_conditional,21,0.0952,0.1027,-0.9985,-20.9686,-20.4915,3.8,1.0,3.81,False
cup_and_handle_long,reverse_signal,21,0.0952,0.1027,-0.9985,-20.9686,-20.4915,3.8,1.0,3.81,False
cup_and_handle_long,atr_trail_1x,21,0.0952,0.1027,-0.9985,-20.9686,-20.4915,3.8,1.0,3.81,False
totm_long,class_time_stop,27,0.6667,4.4822,5.855,158.085,-15.0376,33.2,1.0,64.11,True
totm_long,breakeven_plus_trail,27,0.4444,13.0962,12.4042,334.9147,-11.2576,66.5,0.7778,60.89,False
totm_long,atr_trail_2x,27,0.4815,3.7221,5.3099,143.3672,-13.8546,25.0,0.9259,58.48,False
totm_long,time_stop_10d,27,0.7037,2.2377,2.0692,55.8695,-22.1709,13.4,1.0,58.15,False
totm_long,earnings_blackout,27,0.7037,29.4644,68.0916,1838.4731,-26.6139,357.2,0.0,58.15,False
totm_long,hybrid_50pct_target,27,0.6667,3.4717,6.7473,182.1778,-20.0,74.7,0.7778,56.67,False
totm_long,time_stop_20d,27,0.6296,2.9496,4.2738,115.3933,-23.58,26.6,1.0,55.18,False
totm_long,regime_flip,27,0.6296,2.9496,4.2738,115.3933,-23.58,26.6,1.0,55.18,False
totm_long,trailing_10pct,27,0.5556,4.4958,10.5486,284.811,-18.0446,87.6,0.7778,55.16,False
totm_long,trailing_15pct,27,0.5556,5.9051,21.0842,569.2731,-33.5275,182.9,0.6296,52.22,False
totm_long,fixed_4r_2r,27,0.5185,2.3893,3.8014,102.6384,-21.2366,23.7,0.9259,50.74,False
totm_long,ma_exit_ema9,27,0.4074,1.9275,1.4071,37.991,-16.4249,8.0,1.0,49.48,False
totm_long,next_pivot_target,27,0.7407,1.2722,0.5007,13.5199,-13.3514,11.3,0.9259,47.77,False
totm_long,chandelier_3x,27,0.3333,6.506,6.8631,185.3042,-17.297,23.3,0.963,47.39,False
totm_long,break_even_at_1r,27,0.1852,4.5541,4.7753,128.933,-14.0908,30.6,0.8889,46.27,False
totm_long,multi_tier_partial,27,0.4815,1.1776,0.2109,5.694,-10.8303,4.9,1.0,38.34,False
