strategy,exit_method,days_from_quarter_end_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
bollinger_lower,atr_trail_1x,3,2,0.0,-0.9294,-1.8588
bollinger_lower,atr_trail_1x,4,2,0.5,-0.36250000000000004,-0.7250000000000001
bollinger_lower,atr_trail_1x,6,1,0.0,-0.2547,-0.2547
bollinger_lower,atr_trail_1x,10,2,0.5,2.17685,4.3537
bollinger_lower,atr_trail_1x,14,2,0.0,-0.9360999999999999,-1.8721999999999999
bollinger_lower,atr_trail_1x,15,1,0.0,-1.6748,-1.6748
bollinger_lower,atr_trail_1x,17,4,0.25,-1.146225,-4.5849
bollinger_lower,atr_trail_1x,25,2,0.0,-0.6488499999999999,-1.2976999999999999
bollinger_lower,atr_trail_1x,28,1,0.0,-2.8639,-2.8639
bollinger_lower,atr_trail_1x,30,1,1.0,3.321,3.321
bollinger_lower,atr_trail_1x,31,1,0.0,-1.8412,-1.8412
bollinger_lower,atr_trail_1x,33,1,0.0,-0.1047,-0.1047
bollinger_lower,atr_trail_1x,35,1,1.0,0.8449,0.8449
bollinger_lower,atr_trail_1x,38,1,0.0,-3.1246,-3.1246
bollinger_lower,atr_trail_1x,40,1,1.0,1.752,1.752
bollinger_lower,atr_trail_1x,41,1,0.0,-1.7941,-1.7941
bollinger_lower,atr_trail_1x,43,2,0.0,-1.0245,-2.049
bollinger_lower,atr_trail_1x,47,1,0.0,-0.7599,-0.7599
bollinger_lower,atr_trail_1x,50,1,0.0,-3.0262,-3.0262
bollinger_lower,atr_trail_1x,52,6,0.0,-3.526533333333333,-21.1592
bollinger_lower,atr_trail_1x,56,1,0.0,-2.5405,-2.5405
bollinger_lower,atr_trail_1x,61,1,0.0,-2.0788,-2.0788
bollinger_lower,atr_trail_1x,65,1,0.0,-0.9381,-0.9381
bollinger_lower,atr_trail_1x,67,1,0.0,-2.275,-2.275
bollinger_lower,atr_trail_1x,71,2,0.0,-2.2389,-4.4778
bollinger_lower,atr_trail_1x,72,2,0.0,-0.783,-1.566
bollinger_lower,atr_trail_1x,74,1,0.0,-0.1654,-0.1654
bollinger_lower,atr_trail_1x,75,1,1.0,5.0271,5.0271
bollinger_lower,atr_trail_1x,83,3,0.0,-0.23103333333333334,-0.6931
bollinger_lower,atr_trail_1x,84,4,0.0,-4.52665,-18.1066
bollinger_lower,atr_trail_1x,86,2,0.0,-1.7858,-3.5716
bollinger_lower,atr_trail_1x,89,1,0.0,-0.7292,-0.7292
bollinger_lower,atr_trail_1x,91,2,0.5,0.14605,0.2921
bollinger_lower,atr_trail_2x,3,2,0.0,-1.2115,-2.423
bollinger_lower,atr_trail_2x,4,2,1.0,19.1619,38.3238
bollinger_lower,atr_trail_2x,6,1,1.0,0.5037,0.5037
bollinger_lower,atr_trail_2x,10,2,0.5,0.041449999999999765,0.08289999999999953
bollinger_lower,atr_trail_2x,14,2,0.5,-0.6993,-1.3986
bollinger_lower,atr_trail_2x,15,1,0.0,-0.9205,-0.9205
bollinger_lower,atr_trail_2x,17,4,0.5,3.863,15.452
bollinger_lower,atr_trail_2x,25,2,0.5,-0.44535,-0.8907
bollinger_lower,atr_trail_2x,28,1,0.0,-5.7278,-5.7278
bollinger_lower,atr_trail_2x,30,1,1.0,3.321,3.321
bollinger_lower,atr_trail_2x,31,1,0.0,-0.7294,-0.7294
bollinger_lower,atr_trail_2x,33,1,1.0,2.5268,2.5268
bollinger_lower,atr_trail_2x,35,1,1.0,0.4772,0.4772
bollinger_lower,atr_trail_2x,38,1,0.0,-5.5308,-5.5308
bollinger_lower,atr_trail_2x,40,1,1.0,2.595,2.595
bollinger_lower,atr_trail_2x,41,1,0.0,-3.5882,-3.5882
bollinger_lower,atr_trail_2x,43,2,0.5,0.48855000000000004,0.9771000000000001
bollinger_lower,atr_trail_2x,47,1,1.0,0.1561,0.1561
bollinger_lower,atr_trail_2x,50,1,0.0,-6.0525,-6.0525
bollinger_lower,atr_trail_2x,52,6,0.3333333333333333,-1.8642666666666667,-11.1856
bollinger_lower,atr_trail_2x,56,1,0.0,-5.7011,-5.7011
bollinger_lower,atr_trail_2x,61,1,1.0,3.6258,3.6258
